rate_id,rate_date,rate_title,rate_value,traveller_type,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverage,ground_service,value_for_money,recommended
F Moix,13th August 2016,"""very friendly staff""",10,Solo Leisure,Economy Class,ZRH to LHR,August 2016,5,5,5,5,5,yes
Rachel Ernst,13th August 2016,"""crew were kind and unobtrusive""",7,Solo Leisure,Economy Class,BOS to SXF via LHR,August 2016,3,4,3,4,3,yes
Chris Martin,13th August 2016,"""superb service was provided""",10,Couple Leisure,Business Class,LGW to TPA,April 2016,5,5,5,3,4,yes
D Andrews,11th August 2016,"""why do they fly such wrecks?""",1,Business,Business Class,FRA to LHR,August 2016,1,1,1,1,1,no
Sally Russell,6th August 2016,"""not provided the service or flight I paid for""",2,Couple Leisure,Business Class,DUB to SFO via PHL,June 2016,1,3,3,4,2,no
Carolina Gomez,4th August 2016,"""experience with BA has been awful""",3,Solo Leisure,Premium Economy,MEX to AMS via LHR,August 2016,3,3,3,1,1,no
Jane Bevan,3rd August 2016,"""cello seat needs to have an ESTA visa!""",1,Solo Leisure,Economy Class,ZRH to BWI via LHR,June 2016,0,0,0,1,1,no
Dexter Lee,3rd August 2016,"""very satisfied with flight and service""",8,Solo Leisure,Economy Class,SIN to SYD,August 2016,4,4,4,4,5,yes
C Kay,1st August 2016,"""great cabin crew on both sectors""",7,Couple Leisure,Business Class,LHR to NAS,June 2016,4,5,3,4,3,yes
E Smyth,1st August 2016,"""provided reasonable cabin service""",6,Family Leisure,Business Class,MIA to LHR,July 2016,4,3,3,3,3,yes
Ben Thain,31st July 2016,"""not direct but it was well worth it.""",8,Business,Premium Economy,DOH to CDG via BAH / LHR,July 2016,4,4,4,4,4,yes
Richard Callis,30th July 2016,"""main course was simply dreadful""",6,Solo Leisure,First Class,GRU to LHR,July 2016,3,5,1,4,2,yes
C Vance,29th July 2016,"""don't seem to be best at anything""",7,Couple Leisure,Business Class,GLA to KUL via LHR,April 2016,4,5,3,3,3,yes
Edward Smyth,26th July 2016,"""overall, a reasonable flight""",7,Family Leisure,Business Class,LHR to MIA,July 2016,5,3,4,3,4,yes
R Coltman,25th July 2016,"""lounge at T5 is large and busy""",8,Business,Business Class,ATH to KUL via LHR,July 2016,4,4,4,4,4,yes
R Vines,24th July 2016,"""plane was spotless""",8,Solo Leisure,Economy Class,LCY to FLR,July 2016,3,4,3,3,4,yes
B Volk,24th July 2016,"""aircraft hadn't been cleaned""",6,Business,Economy Class,FRA to LHR,July 2016,3,3,3,4,4,yes
Russell Edwards,24th July 2016,"""cannot fault the airline""",10,Couple Leisure,Economy Class,LBA to LHR,July 2016,5,5,5,5,5,yes
Richard Welfare,23rd July 2016,"""service was variable""",5,Business,Economy Class,BLR to LHR,July 2016,4,3,3,1,3,no
T Kemp,22nd July 2016,"""lack lustre flying experience""",5,Business,Business Class,BKK to LHR,July 2016,3,3,3,2,2,no
Bhavini Shah,22nd July 2016,"""they have just lost a customer""",1,Couple Leisure,Premium Economy,MRU to LHR,July 2016,1,1,1,1,1,no
Colin Bell,19th July 2016,"""meal 3 sandwiches and a stodgy cake""",1,Family Leisure,Business Class,GLA to LIS via LHR,July 2016,1,2,1,1,1,no
Ken Starr,18th July 2016,"""customer service advisor disinterested""",1,Couple Leisure,Economy Class,EDI to PRG via LHR,July 2016,2,2,0,2,1,no
O Brettel,16th July 2016,"""Shocking customer service""",1,Couple Leisure,Economy Class,ABZ to SFO via LHR,July 2016,1,3,4,3,3,no
S Lister,16th July 2016,"""definitely not worth it""",4,Couple Leisure,First Class,LHR to DFW,July 2016,3,1,2,5,2,no
Andrew Hickling,15th July 2016,"""a dedicated and professional crew""",10,Solo Leisure,First Class,LHR to JFK,July 2016,5,5,5,5,5,yes
Andrew Hickling,15th July 2016,"""no one climbing over you""",10,Solo Leisure,Business Class,JFK to LHR,July 2016,5,5,4,5,5,yes
Sarah Shailes,14th July 2016,"""not BA's finest hour""",3,Solo Leisure,Business Class,BSL to LHR,July 2016,1,3,1,1,1,no
H Stewart,14th July 2016,"""recent experiences have been good""",7,Couple Leisure,Business Class,LHR to YYC,July 2016,4,5,3,4,3,yes
Jim Zaza,13th July 2016,"""never set foot in another BA flight""",3,Business,First Class,LHR to BOS,July 2016,4,4,4,1,2,no
R Sanyal,13th July 2016,"""a matter-of-fact efficient trip""",7,Business,Business Class,LHR to ZRH,July 2016,3,4,3,4,4,yes
F Peters,13th July 2016,"""no longer worth any extra cost""",1,Business,Business Class,LHR to GVA,July 2016,1,2,1,1,1,no
Rene de Bruin,12th July 2016,"""not value for money""",3,Couple Leisure,Business Class,AMS to BKK via LHR,July 2016,3,2,1,1,1,no
Juan Carlos Toffano,11th July 2016,"""extremely disappointed""",1,Solo Leisure,Economy Class,MXP to MEX via LHR,July 2016,3,3,3,1,1,no
Sarah Shailes,10th July 2016,"""new club seating, no better than economy""",2,Solo Leisure,Business Class,LHR to BUD,June 2016,1,3,1,1,1,no
Owain Cartledge,10th July 2016,"""not worth it on every level""",2,Solo Leisure,Business Class,GVA to LHR,July 2016,1,4,2,3,1,no
R Lloyd,10th July 2016,"""standards have dropped dramatically""",1,Business,Economy Class,LHR to JFK,July 2016,1,1,1,1,1,no
Brian Tan,10th July 2016,"""stop charging people extras""",4,Solo Leisure,Business Class,LHR to BKK via KUL,June 2016,5,5,3,5,1,no
B H Wilcox,8th July 2016,"""Business class beware""",2,Business,Business Class,KUL to LHR,July 2016,5,5,5,5,1,no
Justin Brooks,8th July 2016,"""business configuration is far from personal""",1,Business,Business Class,JNB to LHR,March 2016,1,1,2,1,1,no
Matthew Rooyakkers,7th July 2016,"""generous with the amount of food""",9,Solo Leisure,Economy Class,YYZ to EBB via LHR,August 2015,4,5,5,4,3,yes
Samuel Shehu,6th July 2016,"""appalling service received""",2,Solo Leisure,Economy Class,AMS to LGW,October 2015,2,1,0,1,1,no
P Sarkins,2nd July 2016,"""lost my business forever""",1,Business,Premium Economy,KUL to LHR,July 2016,1,1,1,1,1,no
Clive Drake,1st July 2016,"""all in all not bad""",8,Business,Business Class,ZRH to LHR,June 2016,1,5,1,2,3,no
M Marshall,30th June 2016,"""perhaps BA are finally listening""",8,Couple Leisure,First Class,LGW to UVF,June 2016,4,5,4,4,4,yes
C Long,30th June 2016,"""didn't really pay attention""",1,Solo Leisure,Economy Class,LCY to TXL,June 2016,3,4,4,1,1,no
Mesunge Mbwoge,30th June 2016,"""let us sit inside for 3 hours""",3,Business,Economy Class,BWI to AMS via LHR,June 2016,4,2,1,1,1,no
Judith Hamilton,29th June 2016,"""well worth the money paid""",8,Couple Leisure,Economy Class,MAN to JNB via LHR,April 2016,4,5,5,2,4,yes
Edward Smyth,28th June 2016,"""reasonable inflight service""",6,Couple Leisure,Business Class,LGW to SVQ,June 2016,3,5,4,3,3,yes
Karl Doyle,27th June 2016,"""crew were superb and professional""",9,Couple Leisure,Business Class,LHR to YVR,June 2016,4,5,4,3,4,yes
Kate Russell,24th June 2016,"""not fly British Airways again""",2,Solo Leisure,Premium Economy,LHR to ATL,June 2016,3,3,0,1,2,no
C Johnson,23rd June 2016,"""absolutely terrible service""",1,Solo Leisure,Economy Class,MRS to LHR,June 2016,3,1,1,1,1,no
G Simpson,21st June 2016,"""seats very narrow and close together""",3,Couple Leisure,Economy Class,LAX to FCO via LHR,June 2016,1,2,2,2,1,no
C Kay,20th June 2016,"""could not check our luggage through""",3,Couple Leisure,First Class,JNB to EDI via LHR,June 2016,4,5,4,1,1,no
Stuart Campbell,20th June 2016,"""British Airways is the worst""",3,Solo Leisure,Economy Class,LHR to BKK,June 2016,4,1,4,2,3,no
H Layton,19th June 2016,"""seat was really comfortable""",10,Couple Leisure,Premium Economy,LHR to EWR,June 2016,5,5,5,5,5,yes
E Daley,18th June 2016,"""overall a pleasant flight""",8,Couple Leisure,Economy Class,LGW to OPO,June 2016,4,4,3,5,4,yes
Christine Brallisford,18th June 2016,"""handled a difficult situation professionally""",8,Family Leisure,Economy Class,NCL to LAS via LHR,June 2016,2,5,4,4,4,yes
Y Wong,18th June 2016,"""passing off economy seats as business""",2,Couple Leisure,Business Class,ATH to LHR,June 2016,1,4,2,1,2,no
Deborah Jones,17th June 2016,"""service is simply terrible""",2,Couple Leisure,Premium Economy,NAS to LHR,May 2016,2,1,1,3,1,no
B Phelp,17th June 2016,"""customer service the worst going""",2,Family Leisure,Economy Class,AGP to LGW,June 2016,2,2,2,3,3,no
C Collins,17th June 2016,"""staff friendly but professional""",10,Solo Leisure,Economy Class,JFK to LGW,June 2016,5,5,5,5,5,yes
Sandra Schofield,16th June 2016,"""not an uncommon occurrence""",1,Family Leisure,First Class,LHR to MCI via ORD,June 2016,4,4,2,1,1,no
N Ashton,16th June 2016,"""flight was late and chaotic""",1,Couple Leisure,Economy Class,LGW to FAO,May 2016,1,1,1,1,3,no
Jeremy Sparrow,16th June 2016,"""book with anyone but BA""",1,Business,Business Class,LHR to ATH,June 2016,0,0,0,1,1,no
Craig Cutts,16th June 2016,"""there is no other choice""",5,Business,Economy Class,LHR to EDI,June 2016,4,3,1,3,3,yes
K Johnson,15th June 2016,"""did not have a good experience""",3,Couple Leisure,Economy Class,LAS to LHR,June 2016,1,1,4,2,3,no
Colin Pay,14th June 2016,"""good selection of food and drinks""",10,Couple Leisure,Business Class,LHR to DUB,April 2016,5,5,5,5,5,yes
Mark Dobson,14th June 2016,"""cabin crew were excellent""",8,Solo Leisure,Business Class,BGI to LGW,May 2016,4,5,4,5,4,yes
H Lord,14th June 2016,"""staff are extremely unhelpful""",1,Couple Leisure,Economy Class,LHR to MIA,June 2016,1,1,1,1,1,no
H Loach,12th June 2016,"""every flight had huge problems""",2,Couple Leisure,Premium Economy,LHR to SAN,June 2016,1,2,0,2,2,no
Bill Atkins,12th June 2016,"""really does downgrade the experience""",4,Solo Leisure,First Class,PHL to LHR,June 2016,5,2,1,4,1,no
K Richards,11th June 2016,"""attention to detail is lacking""",7,Solo Leisure,Premium Economy,LHR to SIN,June 2016,4,3,2,4,3,yes
Harold Bush-Howard,11th June 2016,"""food was just appalling""",3,Couple Leisure,Business Class,LHR to BOS,June 2016,4,5,1,5,4,yes
Gerard Gartlan,10th June 2016,"""poorest seating arrangement""",4,Couple Leisure,Business Class,SIN to SYD,May 2016,3,2,3,5,3,no
A Whyte,9th June 2016,"""crew friendly and efficient""",10,Couple Leisure,Business Class,LGW to PFO,June 2016,4,5,5,5,5,yes
P Pomeranze,9th June 2016,"""service was fine but underwhelming""",8,Solo Leisure,First Class,BCN to SFO via LHR,June 2016,5,4,3,1,3,no
Ian Robinson,8th June 2016,"""excellent cabin crew""",8,Couple Leisure,Business Class,UVF to LGW,June 2016,3,5,4,4,3,yes
Ian Robinson,6th June 2016,"""further delay was likely""",2,Couple Leisure,Premium Economy,LGW to UVF,May 2016,4,3,3,1,3,no
M Steger,5th June 2016,"""a mediocre service""",4,Business,Economy Class,LHR to STR,June 2016,1,3,2,4,3,no
Bill Atkins,5th June 2016,"""good fare from their sale""",10,Solo Leisure,First Class,MAN to PHL via LHR,June 2016,5,5,4,5,5,yes
T Long,4th June 2016,"""slowed down the process""",5,Couple Leisure,Economy Class,LHR to OTP,April 2016,3,3,3,2,3,no
Simon Fowler,4th June 2016,"""does what you would expect""",7,Couple Leisure,First Class,JFK to LHR,June 2016,3,4,4,1,3,yes
J Kirkpatrick,3rd June 2016,"""flight had been over booked""",3,Couple Leisure,Economy Class,LGW to EDI,May 2016,2,2,1,1,2,no
Annika Evans,3rd June 2016,"""have let their standards slip""",4,Family Leisure,Economy Class,LHR to MIA,May 2016,2,2,2,2,3,no
S Bomford,2nd June 2016,"""little advantage using BA on this route""",5,Couple Leisure,Business Class,LGW to LIM,May 2016,4,3,3,3,3,no
M Stewart,2nd June 2016,"""attendants were very polite""",9,Solo Leisure,Economy Class,JFK to LHR,May 2016,5,5,1,5,4,yes
M Parler,31st May 2016,"""not better service than EasyJet""",3,Solo Leisure,Economy Class,GVA to INV via LHR,May 2016,3,4,1,1,2,no
A Trathen,31st May 2016,"""very disappointing experience""",4,Couple Leisure,Economy Class,DXB to LHR,May 2016,4,2,1,3,2,no
C Neal,30th May 2016,"""BA falls down on presentation""",8,Solo Leisure,Economy Class,LHR to DXB,May 2016,3,4,4,4,4,yes
Nicholas King,29th May 2016,"""seat was very comfortable""",8,Solo Leisure,Premium Economy,LHR to SFO,May 2016,5,4,4,3,5,yes
Carlo Mantovani,27th May 2016,"""overall a negative experience""",5,Couple Leisure,Economy Class,LGW to PUJ,May 2016,3,5,4,1,3,yes
Andy Magowan,27th May 2016,"""a thoroughly pleasant flight""",8,Couple Leisure,Economy Class,LGW to BDA,May 2016,4,4,4,4,4,yes
G Senior,26th May 2016,"""nice crew and good food""",9,Solo Leisure,Business Class,LHR to YYZ,March 2016,5,5,5,5,4,yes
Richard Poppleton,26th May 2016,"""wish I'd never upgraded""",2,Business,Business Class,WAW to LHR,May 2016,3,3,2,1,1,no
Graham Pierce,26th May 2016,"""no systems in place to cope""",1,Couple Leisure,Economy Class,MXP to LHR,May 2016,4,5,3,1,3,no
R Bell,25th May 2016,"""just about adequate""",7,Solo Leisure,Economy Class,BKK to LHR,May 2016,3,4,4,3,4,yes
J Tydeman,25th May 2016,"""boarding was painfully slow""",5,Couple Leisure,Economy Class,IBZ to LGW,May 2016,2,3,0,1,2,yes
C Wei,24th May 2016,"""one of my favourite airlines""",8,Family Leisure,Business Class,LHR to CDG,May 2016,4,5,4,2,3,yes
Leo Walters,24th May 2016,"""exception is British Airways""",2,Business,Business Class,SFO to LHR,May 2016,4,3,3,4,2,no
Jake Walker,23rd May 2016,"""unexpectedly served breakfast""",10,Solo Leisure,Economy Class,LCY to IOM,May 2016,5,5,5,5,5,yes
F Kleinen Hammans,21st May 2016,"""crew professional and friendly""",8,Couple Leisure,Economy Class,AMS to GRU via LHR,May 2016,4,4,4,4,5,yes
T Brettel,20th May 2016,"""outrageous red tape""",1,Business,Economy Class,LCY to GLA,May 2016,1,1,0,1,1,no
A Golding,20th May 2016,"""poor customer service""",5,Couple Leisure,Economy Class,LHR to BOM,March 2016,4,3,0,1,3,no
Kate Smyth,20th May 2016,"""rude and obnoxious""",1,Couple Leisure,Economy Class,LGW to UVF,May 2016,1,1,2,1,1,no
Walter Mythen,20th May 2016,"""treated incredibly well""",10,Couple Leisure,Economy Class,LHR to MIA,May 2016,5,5,5,4,5,yes
J Hugo,19th May 2016,"""service in a very discreet way""",6,Couple Leisure,Economy Class,JFK to LHR,May 2016,4,4,3,5,3,yes
J Hugo,19th May 2016,"""let down by inferior product""",5,Couple Leisure,Business Class,LHR to JFK,May 2016,4,4,3,4,3,yes
Leslie Percy,19th May 2016,"""boarding worked well""",8,Couple Leisure,Economy Class,LGW to DBV,April 2016,4,4,3,4,4,yes
J Hugo,19th May 2016,"""no different than a budget airline""",4,Couple Leisure,Economy Class,LHR to WAW,May 2016,2,4,3,3,2,no
John Rolfe,19th May 2016,"""Club World configuration is odd """,7,Couple Leisure,Business Class,BGI to LGW,May 2016,4,4,4,4,4,yes
John Rolfe,18th May 2016,"""cabin crew were faultless""",8,Couple Leisure,Business Class,LGW to BGI,May 2016,4,5,4,4,4,yes
R Mortara,18th May 2016,"""food is minimal""",5,Solo Leisure,Economy Class,MXP to LHR,May 2016,2,2,2,3,3,no
Clive Drake,18th May 2016,"""erosion of quality and services""",2,Couple Leisure,Business Class,LHR to BCN,May 2016,1,3,1,3,1,no
P Harvey,18th May 2016,"""journey was very cramped""",2,Solo Leisure,Economy Class,LGW to CTA,May 2016,2,1,1,3,2,no
C O'Hanlon,17th May 2016,"""I would fly BA again""",7,Family Leisure,Economy Class,LGW to MCO,May 2016,4,3,4,5,4,yes
R Klingelholler,17th May 2016,"""probably the worst food experienced""",3,Family Leisure,Premium Economy,BKK to LHR,May 2016,3,4,1,4,2,no
Andrew Doherty,17th May 2016,"""cabin crew friendly""",9,Solo Leisure,Economy Class,PVG to LHR,May 2016,4,5,4,4,5,yes
G Seeter,16th May 2016,"""not be flying BA again""",1,Couple Leisure,Economy Class,LHR to EWR,May 2016,1,1,0,1,1,no
Christine Johnson,16th May 2016,"""Total rip off BA""",1,Couple Leisure,Business Class,LGW to FNC,May 2016,1,4,3,1,1,no
E Bartam,15th May 2016,"""not a bad flight""",8,Solo Leisure,Premium Economy,LHR to DEN,May 2016,4,4,3,4,4,yes
Anthony Price,14th May 2016,"""going downhill BA""",5,Solo Leisure,Premium Economy,LHR to BSL,May 2016,2,3,1,3,3,no
S Williams,14th May 2016,"""journey was chaotic and stressful""",1,Couple Leisure,Economy Class,LYS to LHR,May 2016,3,2,1,2,1,no
Matteo Tonelli,12th May 2016,"""operated by American Airlines""",5,Solo Leisure,Economy Class,PSA to ORD via LHR,May 2016,2,2,2,4,3,yes
S Benet,11th May 2016,"""not very accommodating""",3,Solo Leisure,Premium Economy,NAS to CDG via LHR,May 2016,2,5,4,2,2,no
I Stranner,10th May 2016,"""seats badly need up-dating""",7,Business,Business Class,LHR to Seoul,May 2016,1,4,3,4,3,no
P Trevatt,9th May 2016,"""economy seats sold as business""",1,Couple Leisure,Business Class,LHR to JTR,May 2016,1,3,3,1,1,no
O Portich,9th May 2016,"""I will no longer fly with BA""",3,Couple Leisure,Economy Class,TXL to PHL via LHR,December 2015,2,3,1,2,3,no
Eliza Bramwell,9th May 2016,"""unimpressed with British Airways""",1,Solo Leisure,Economy Class,DUB to LHR,May 2016,3,2,3,1,1,no
JC Albrecht,6th May 2016,"""Avianca not part of oneworld""",2,Solo Leisure,Economy Class,CDG to LHR,April 2016,4,3,3,1,4,no
S Lewis,5th May 2016,"""cabin crew service was lacklustre""",3,Solo Leisure,Economy Class,KUL to LHR,May 2016,1,1,1,3,2,no
Amanda Edgar,4th May 2016,"""avoid business long haul""",10,Couple Leisure,Business Class,LHR to NCE,May 2016,3,3,3,2,3,yes
Gerard Dunne,4th May 2016,"""bumped off this BA flight""",2,Solo Leisure,Economy Class,LGW to AMS,November 2015,3,3,0,1,3,no
Mike Palmer,4th May 2016,"""reminded me of the old BA""",9,Couple Leisure,First Class,YYZ to LHR,March 2016,3,4,5,5,5,yes
A Cook,4th May 2016,"""BA has gone downhill""",3,Solo Leisure,Economy Class,ACC to LHR,April 2016,2,4,1,4,4,no
John Phillips,2nd May 2016,"""delay outbound and back""",5,Couple Leisure,Economy Class,LHR to MIA,April 2016,3,2,3,2,4,no
Ian Vortsov,2nd May 2016,"""business class is a joke""",3,Business,Business Class,OSL to LHR,April 2016,1,2,1,1,1,no
Craig Cutts,1st May 2016,"""better than I've had for a while""",7,Business,Business Class,LGW to IBZ,April 2016,4,4,5,4,3,yes
Alice Boyd,30th April 2016,"""a big improvement""",8,Family Leisure,Business Class,ORD to LHR,April 2016,4,5,3,5,4,yes
R Vines,30th April 2016,"""good job in economy""",7,Business,Economy Class,DXB to LHR,April 2016,3,3,3,3,4,yes
Mark Williams,29th April 2016,"""very pleasantly surprised""",7,Solo Leisure,Economy Class,LHR to SFO,April 2016,3,4,4,4,4,yes
Seb Kupers,27th April 2016,"""flight was excellent""",10,Family Leisure,Business Class,ORD to AMS via LHR,April 2016,5,5,5,4,5,yes
C Hannor,27th April 2016,"""I have not been impressed""",5,Family Leisure,Economy Class,FCO to LHR,April 2016,4,3,2,1,3,no
A Hall,27th April 2016,"""was the worst flight""",1,Solo Leisure,Economy Class,EDI to YYZ via LHR,April 2016,3,4,1,1,4,no
E Larries,26th April 2016,"""days of glory are long gone""",1,Family Leisure,Economy Class,MAN to DXB via LHR,April 2016,1,2,1,2,2,no
Arthur Kay,25th April 2016,"""cares nothing for its passengers""",1,Business,Business Class,LHR to PHL,April 2016,4,4,2,1,1,no
Kathleen Kirby,25th April 2016,"""change in attitude from staff""",7,Couple Leisure,Premium Economy,LHR to YYC,March 2016,5,4,5,5,4,yes
Mark Freyton,22nd April 2016,"""style and attention to detail""",9,Couple Leisure,First Class,LHR to YYZ,April 2016,4,5,5,5,5,yes
Sohrab Rafie,21st April 2016,"""most exhausting trip""",3,Business,Economy Class,AMS to HKG via LHR,April 2016,1,2,1,3,2,no
Alastair Birkett,21st April 2016,"""experience was fantastic""",10,Solo Leisure,First Class,LHR to HKG,March 2016,5,5,5,5,4,yes
S Redfern,20th April 2016,"""FAs were brilliant""",10,Couple Leisure,Business Class,LHR to GRU,April 2016,4,5,5,4,4,yes
David Taylor,20th April 2016,"""very quick and efficient""",4,Business,Economy Class,LHR to NBO,April 2016,3,2,2,2,2,no
David Taylor,20th April 2016,"""food was average""",6,Business,Premium Economy,NBO to LHR,April 2016,3,2,2,3,2,no
Wayne Williams,20th April 2016,"""a very uncomfortable flight""",2,Couple Leisure,Economy Class,YVR to BCN via LHR,April 2016,1,3,1,3,2,no
John O Connor,19th April 2016,"""would avoid again""",4,Business,First Class,DOH to LHR via BAH,April 2016,5,2,2,1,2,no
A Davies,18th April 2016,"""better alternatives out there""",3,Business,Business Class,LHR to JNB,February 2016,3,4,2,2,3,no
N Rawler,17th April 2016,"""deeply distressing flight """,2,Solo Leisure,Economy Class,LHR to CPT via JNB,April 2016,2,3,1,1,2,no
D Provan,16th April 2016,"""customer service non existent""",1,Family Leisure,Economy Class,MAN to LAX via LHR,April 2016,1,3,1,2,1,no
D Rigby,15th April 2016,"""worse than Ryanair or EasyJet""",2,Couple Leisure,Economy Class,GIB to LHR,January 2016,1,1,2,1,1,no
Mike Saunders,14th April 2016,"""very pleased with the experience""",10,Couple Leisure,Economy Class,LHR to JFK,April 2016,3,5,5,5,3,yes
C Kay,13th April 2016,"""journeys were uneventful""",8,Solo Leisure,Business Class,LHR to IAH,April 2016,4,5,4,4,5,yes
Albert Wong,13th April 2016,"""the service is good""",8,Solo Leisure,Business Class,LHR to PEK,February 2016,4,4,4,3,4,yes
S Davis,13th April 2016,"""food was above average""",8,Solo Leisure,Economy Class,YVR to CDG via LHR,April 2016,2,5,5,5,5,yes
Albert Wong,12th April 2016,"""happy that it was on time""",7,Solo Leisure,Economy Class,LHR to CDG,March 2016,3,4,3,3,5,yes
Albert Wong,12th April 2016,"""the flight was satisfactory""",8,Solo Leisure,Premium Economy,HKG to LHR,March 2016,4,4,3,3,5,yes
Alistair Baker,12th April 2016,"""service and food were very good""",10,Couple Leisure,Business Class,SFO to LHR,March 2016,5,5,5,5,5,yes
Alistair Baker,12th April 2016,"""treat myself to premium economy""",8,Solo Leisure,Premium Economy,PEK to LHR,May 2015,5,5,4,4,5,yes
Alistair Baker,12th April 2016,"""A380 for the first time""",9,Couple Leisure,Premium Economy,LHR to LAX,March 2016,5,5,4,4,4,yes
A Chinnery,11th April 2016,"""better than easyjet or Ryanair""",8,Family Leisure,Economy Class,LHR to ATH,April 2016,4,4,4,3,4,yes
Raphael Goossens,8th April 2016,"""made me check in the trolley """,4,Business,Business Class,RUH to DUS via LHR,April 2016,4,4,3,1,3,no
Mark McCullough,7th April 2016,"""used to be better than this""",5,Solo Leisure,Business Class,AMS to LGW,April 2016,1,3,1,2,2,no
Mark McCullough,6th April 2016,"""pre-allocated me a middle seat""",6,Solo Leisure,Economy Class,LGW to AMS,April 2016,3,1,1,1,3,yes
Myriam Mansouri,5th April 2016,"""not what you call a happy customer""",2,Solo Leisure,Economy Class,MRS to YUL via LHR,April 2016,3,4,4,3,5,no
Gary Shubert,5th April 2016,"""hit and miss at times""",7,Family Leisure,Business Class,LHR to LCA,April 2016,3,4,5,2,3,yes
Kenny Alexander,4th April 2016,"""BA got us all home""",10,Couple Leisure,Economy Class,LCY to IOM,April 2016,4,5,5,4,4,yes
D Webb,4th April 2016,"""not up to BA standards""",5,Solo Leisure,Economy Class,CPH to LHR,April 2016,3,1,1,5,4,no
J Egleton,2nd April 2016,"""felt a bit like catching a bus""",8,Business,Economy Class,LCY to RTM,March 2016,4,5,4,4,4,yes
Harry Aronowicz,2nd April 2016,"""seat selection costs extra""",9,Couple Leisure,Business Class,YYZ to TXL via LHR,March 2016,5,5,5,5,4,yes
Harry Aronowicz,2nd April 2016,"""absolutely no complaints""",10,Couple Leisure,Business Class,TLV to LHR,March 2016,5,5,5,5,5,yes
Hwei Ming Choo,1st April 2016,"""same seat as economy class""",6,Couple Leisure,Business Class,LGW to FCO,March 2016,3,5,3,3,2,yes
B Wijesinghe,1st April 2016,"""absurd cost-cutting measure""",7,Business,Business Class,IAD to DXB via LHR,March 2016,3,4,3,4,3,yes
R Carter,31st March 2016,"""aircraft was very old and dated""",3,Solo Leisure,Economy Class,MIA to MAN via LHR,March 2016,3,2,1,4,1,no
Clive Drake,31st March 2016,"""approaching a national tragedy""",2,Couple Leisure,Business Class,LHR to PSA,March 2016,1,4,3,3,1,no
Tim Francis,31st March 2016,"""worst flight for some time""",4,Couple Leisure,Premium Economy,UVF to LGW,March 2016,2,1,1,2,1,no
John Rolfe,27th March 2016,"""less comfortable than older style""",7,Family Leisure,Economy Class,SVQ to LGW,March 2016,3,5,3,2,4,yes
Chris Jones,27th March 2016,"""will fly again with BA""",7,Family Leisure,Economy Class,OSL to LHR,March 2016,4,4,3,4,4,yes
John Rolfe,27th March 2016,"""better than most shorthaul""",7,Family Leisure,Economy Class,LGW to SVQ,March 2016,3,4,3,4,4,yes
Gregory Martinez,26th March 2016,"""seat let down very good flight""",8,Solo Leisure,Economy Class,BCN to SEL via LHR,March 2016,3,4,4,4,5,yes
J Dand,26th March 2016,"""same leg room as in Economy""",3,Couple Leisure,Business Class,IST to LHR,March 2016,1,3,3,4,2,no
Philip Djaferis,25th March 2016,"""friendly and efficient service""",8,Couple Leisure,Economy Class,LHR to IAH,March 2016,3,5,4,4,4,yes
Joanne Le Bon,24th March 2016,"""BA.com been truly appalling""",1,Couple Leisure,First Class,LHR to DEN,March 2016,3,4,3,4,2,no
J Lawrence,23rd March 2016,"""overall experience was pleasant""",7,Solo Leisure,Economy Class,SEA to JNB via LHR,March 2016,3,4,4,4,4,yes
Terry Stevens,23rd March 2016,"""food served has declined""",7,Solo Leisure,Economy Class,AUH to LHR,March 2016,2,5,1,4,4,yes
K Ong,23rd March 2016,"""the most uncomfortable flight""",5,Solo Leisure,Business Class,LGW to AMS,March 2016,2,2,2,3,2,no
Ronald Miller,22nd March 2016,"""terrific in-flight service""",10,Solo Leisure,First Class,ORD to LHR,March 2016,5,5,5,5,5,yes
Andrew Hickling,20th March 2016,"""a drinks and meal service""",10,Solo Leisure,Business Class,LHR to AMS,March 2016,5,5,5,5,5,yes
A Asprakis,20th March 2016,"""degraded its economy product""",3,Couple Leisure,Economy Class,PHL to LHR,March 2016,1,5,1,3,1,no
Craig Cutts,20th March 2016,"""prefer the 767 on this route""",6,Business,Economy Class,LHR to EDI,March 2016,4,4,2,4,4,yes
A Asprakis,20th March 2016,"""degraded its economy product""",3,Couple Leisure,Economy Class,PHL to LHR,March 2016,1,5,1,3,1,no
Martine Sullivan,19th March 2016,"""seat was truly dreadful""",1,Solo Leisure,Premium Economy,SIN to LHR,January 2016,1,2,1,2,1,no
Chris Harper,18th March 2016,"""in my case worth the money""",9,Couple Leisure,Premium Economy,LHR to NBO,March 2016,3,5,4,5,4,yes
A Douas,16th March 2016,"""seats feel very cramped""",7,Solo Leisure,Economy Class,ATH to LAX via LHR,January 2016,2,4,4,4,3,yes
Daniel Hyden,16th March 2016,"""staff are very professional""",9,Solo Leisure,Business Class,LHR to PRG,February 2016,4,5,5,5,5,yes
Guy Senior,16th March 2016,"""lunch was one of the best""",10,Solo Leisure,Business Class,TRN to LGW,February 2016,4,5,5,4,5,yes
Meg Ferguson,15th March 2016,"""turf you into cattle class""",1,Couple Leisure,Economy Class,AUS to LHR,March 2016,1,1,1,2,2,no
